C1,C2,O,H1,H2,H3,H4,H5,H6
[ 1.26622363 -1.05684674 -0.74288369],[ 2.72555074  0.05110969 -1.05693961],[-1.27793784 -0.253742    2.03042304],[-0.04239669 -0.66175077 -0.00796971],[-0.46890713  0.95639606  1.94150566],[-1.02932867  0.20779301 -1.0614981 ],[-1.68015369  0.22404856 -1.66318172],[-0.14936171  0.19862628  0.4788383 ],[0.71218587 0.40300153 0.16385891]
[-0.71540128  0.68848188 -0.46092152],[ 2.75805323 -2.01562878  0.62026565],[-0.66579828  0.33382508 -0.25594528],[0.29767279 0.26017236 0.13326462],[-0.05459558 -0.31141314  0.39962194],[-0.1531483  -0.78262096 -0.23793727],[-0.25291268  1.51907861  0.29933101],[-1.1612638   0.58640611 -0.90741381],[-0.0917139  -0.25842671  0.39893026]
[-0.80107403 -0.71876391 -0.23510794],[ 1.39091535 -0.65198474 -1.99000648],[ 0.39060211 -0.10702143  0.36105033],[ 0.41806219  0.20106721 -0.20789918],[-0.69695238  0.33471564  0.77393615],[ 0.14679832  0.04040055 -0.00391481],[0.25297657 0.38537808 1.30334097],[-0.39156815  0.38800614  0.25834816],[-0.70303745  0.10761374 -0.24579512]
[-0.60406892 -1.68336256  0.23437621],[ 1.57818821 -0.78392653 -1.62799911],[-0.04533736  1.25050082 -0.13648878],[ 0.52311354 -0.02324731  0.29599489],[-0.28769632  0.83348453  0.25110642],[-0.22015486  0.04680573 -0.62857925],[0.58591184 0.2654163  0.97812391],[-0.76227382  0.94167341 -0.41759343],[-0.71700628 -0.89664633  1.02742826]
[-0.20293963 -0.33876367 -0.7695645 ],[ 2.03528735 -0.63098123 -0.80700216],[-0.1369837   1.22128326 -0.60925957],[ 0.36036426 -0.15213746  0.31114764],[-0.59911921  0.51620198  0.5074301 ],[-0.18022913 -0.62950888 -0.2165091 ],[0.42580876 1.00601589 0.94628824],[-0.43391234 -0.10437933 -0.51048279],[-1.21811847 -0.94490833  1.12373169]
[-1.14602423  0.35015544  0.76326762],[-1.11316455 -1.31941782 -1.43676789],[-0.41416253 -0.6586061   0.11263756],[ 0.17417987 -0.05527445 -0.37056606],[ 0.04708952 -0.27295249 -0.34461164],[0.64070434 0.12539625 0.3661371 ],[1.54082733 0.35053906 0.96540379],[-0.43883625  1.01843304  0.03314016],[ 0.72919864  0.49937359 -0.13189654]
[-0.46031866  1.02864924  0.4054841 ],[ 2.61827928 -2.76628805 -0.52703867],[-1.4168168  -0.18460024  0.75505059],[-0.20017354  0.0858011  -0.37128694],[ 0.37766228 -0.22518763 -0.04835416],[ 0.28474872  0.54451991 -0.26929868],[-0.62620666  1.17373164  1.14911165],[-0.86660886 -0.085706   -0.53109415],[ 0.30296459  0.41832964 -0.59963751]
[-1.34384302 -2.25950453  0.03950557],[ 1.24611707 -1.0273031  -1.26664984],[-0.70931733  0.53759266  0.81838034],[-0.99225597  1.11797054 -0.54009459],[ 0.26938021 -0.02169246 -0.3192259 ],[1.23822538 0.59753854 1.24573788],[0.84268224 0.64172992 1.11380155],[-1.296331    0.34212506 -0.4271452 ],[ 0.73311128  0.03848609 -0.65993639]
[-0.65917572 -1.92165006  2.16663787],[ 0.14793817 -1.25912156  0.44368859],[-0.50149494 -0.07593964  0.57032841],[-1.02766522  0.14018949 -2.05239631],[ 0.76441543 -0.24440582  0.22367349],[0.03959647 1.16472436 0.4012312 ],[0.89840539 1.38686178 0.52105756],[-0.67977846  0.13252517 -1.70896182],[ 1.0723912   0.64886699 -0.53164478]
[ 0.21299729 -0.14415624 -1.50763238],[ 0.07307057 -1.44818529  1.08074688],[-0.5169942   0.58986511 -0.18622642],[-0.18681149  0.08762223  0.09830569],[ 0.35946179 -0.18274424  0.03190645],[-0.02292704 -0.02014421  0.60651853],[0.51786083 1.08559667 0.86169897],[-0.36179274  0.40488204 -1.11603154],[-0.04445837 -0.40669035  0.13941653]
[ 1.20232296 -1.11742512 -0.70624037],[ 2.44480659 -0.16585585 -1.41814665],[-0.66134617 -0.03566258  1.93721171],[-0.05087081 -0.5563099  -0.04980006],[-0.46931827  0.97043085  1.92821393],[-1.02115915  0.17400429 -1.0376953 ],[-1.32052899  0.11184755 -1.37452312],[-0.2194301   0.49141274  0.52746476],[0.15053606 0.17224452 0.23756714]
[-0.91527764  0.35702121 -0.30840416],[ 2.7262875  -2.32703609  0.74366067],[-0.61127129  0.16798614  0.11596873],[ 0.10585761  0.30218956 -0.05865943],[ 0.19595055 -0.39510108  0.20436201],[-0.06075182 -0.35961479 -0.04674099],[-0.16707971  1.72150692  0.34950362],[-1.21000963  0.58758712 -0.94988191],[-0.08750801 -0.04183902 -0.07388976]
[-0.45545229  1.83168951 -2.46546423],[ 0.24320733 -2.19066859 -0.19598487],[-0.00831538  1.6150382  -0.45494983],[ 0.8744148  -1.56663482  1.2323151 ],[-0.46193513 -0.03127456  0.56913426],[-0.04819767 -0.13168238  0.23876295],[0.30195294 1.11540922 0.6047203 ],[ 0.1882072   0.40407432 -0.0523015 ],[-0.62876711 -0.99263976  0.51396851]
[1.08548232 1.18583118 0.41311314],[-1.62700975 -1.37530215  0.34481954],[0.29946776 0.88532562 0.38245617],[ 0.47660758 -0.77938488  0.48282053],[-0.61634349  0.60082084  0.3462818 ],[-0.67934031 -1.28336073 -1.24487015],[1.24448975 0.18432909 0.42943424],[-0.37694973  0.94939473 -1.05671078],[ 0.18638746 -0.39505873 -0.13594751]
[-0.57154125 -0.31209534 -0.56785646],[ 2.09485824 -0.93135018 -0.37745276],[-0.28540538  1.0999058  -0.44496079],[ 0.27551608 -0.03008576  0.09256893],[-0.2785855   0.22900832  0.27349503],[-0.09853269 -0.4385056  -0.0243186 ],[0.49383715 1.0157609  0.92455679],[-0.64798789  0.05848081 -0.76288754],[-0.95594959 -0.74689557  0.87335589]
[-1.08879395 -0.92674275 -0.1100329 ],[ 1.50818454 -1.02567629 -1.9482475 ],[-0.02432548 -0.01437208  0.2637511 ],[ 0.19650504  0.56257745 -0.26955603],[-0.425159    0.12991245  0.45692899],[0.36867618 0.11315154 0.30500959],[0.26399834 0.36303113 1.26619316],[-0.60663576  0.74902838  0.18558964],[-0.1950021   0.02456492 -0.1127285 ]
[-0.87157547 -1.73729162  0.32918698],[ 1.37859514 -0.87697891 -1.48943472],[-0.18022579  1.21072669  0.09407917],[0.35905713 0.22872465 0.09225992],[-0.05560194  0.5036851   0.0474836 ],[-0.03438043  0.20712745 -0.34780935],[0.68141118 0.30043837 1.00511313],[-0.70332331  0.86639268 -0.44725992],[-0.51942516 -0.77029457  0.69512638]
[-1.56665874 -2.40915338 -0.42938091],[ 1.15360693 -1.03071504 -1.13229194],[-0.97015883  0.44571071  1.0443903 ],[-1.09268825  1.19706406 -0.53982805],[ 0.27816296 -0.07654729 -0.34746566],[1.5620799  0.77491276 1.72757509],[0.77032945 0.54989473 0.87642352],[-1.12212389  0.27966452 -0.42494576],[ 0.96952312  0.24409778 -0.78965198]
[-1.81389125  0.69781873  1.23535397],[-1.39022113 -1.27860734 -1.3866177 ],[-0.62293859 -0.65282368  0.27710816],[ 0.17016292 -0.08603828 -0.40074088],[ 0.4241183  -0.68623827 -1.02409407],[0.9454573  0.28175209 0.62168966],[1.59543422 0.37190927 0.89667863],[-0.28656255  0.77735486  0.03801267],[ 0.9951116   0.60973979 -0.27040024]
[-1.13629028  1.06173762  0.83225602],[ 2.47380491 -3.07632187 -0.55782881],[-1.58737999 -0.24048599  0.92915489],[-0.40607879  0.2071313  -0.62351988],[ 1.24055175 -0.39937085 -0.30466125],[ 0.29566448  0.71793606 -0.18908073],[-0.56475592  1.19898988  1.19619396],[-0.72145557 -0.09884835 -0.49132747],[ 0.43134157  0.61199266 -0.83724009]
[-0.53681224 -1.87644452  2.35235091],[ 0.11392072 -1.21033655  0.56690597],[-0.62307465 -0.08135336  0.58488619],[-1.18135804  0.14563669 -2.33400658],[ 0.80551566 -0.26148064  0.27010329],[0.02923922 1.18109753 0.39788609],[0.89432048 1.27199878 0.4483153 ],[-0.63933022  0.12879012 -1.68108578],[ 1.18833626  0.7052794  -0.58419348]
[ 1.07541475 -1.15841446 -0.64507944],[ 2.04728338 -0.30174287 -1.80215336],[0.05941601 0.20346733 1.79482838],[-0.06207535 -0.42272956 -0.09368227],[-0.44880903  0.95428559  1.84119491],[-0.96187313  0.12961452 -0.97107067],[-0.87428699 -0.02019847 -1.01805258],[-0.27840282  0.73736693  0.57143471],[-0.51929751 -0.09097335  0.32803391]
[-1.39534052 -1.1112397   0.08357704],[ 1.59206312 -1.30741103 -1.85243893],[-0.42306386  0.08251182  0.17979876],[-0.04627885  0.93023192 -0.32665936],[-0.09760397 -0.07681791  0.05049827],[0.58986531 0.16889576 0.60267169],[0.25282073 0.33218347 1.17499744],[-0.77034948  1.03567434  0.12544039],[ 0.31064061 -0.0582108  -0.00259228]
[-0.99170779 -0.27734261 -0.33175679],[ 2.10476609 -1.17396587  0.03849567],[-0.51348779  0.89993017 -0.20059534],[ 0.16601294  0.10341668 -0.13674409],[ 0.12457429 -0.0974803  -0.00970961],[-0.01060189 -0.21578103  0.18469675],[0.5420577  0.98994699 0.86286913],[-0.80862813  0.19011431 -0.96391212],[-0.61114087 -0.47174533  0.54042054]
[-0.00949772 -0.40383891 -1.05086994],[ 0.24660193 -1.68344967  1.30929534],[-0.77198439  0.41035314  0.2259758 ],[-0.43947774  0.33379736 -0.27415717],[ 0.64615949 -0.37748421 -0.15805343],[0.10144245 0.18069366 0.71436221],[0.56242313 1.11052781 0.86155358],[-0.48708012  0.53389163 -1.35609509],[ 0.18209709 -0.13406585 -0.28061396]
[-1.11151621 -0.04159858 -0.16865196],[ 2.64176905 -2.55469983  0.85761967],[-0.55452639  0.02254129  0.45530806],[-0.09627565  0.33792793 -0.25414262],[ 0.45000186 -0.47560908  0.00292231],[0.03759459 0.1331132  0.18338355],[-0.08484834  1.85847745  0.38066809],[-1.20875709  0.57031311 -0.9559438 ],[-0.07541826  0.15578538 -0.51224505]
[-0.58465878  1.75593896 -2.17777191],[ 0.26648754 -2.70401356 -0.0285835 ],[-0.28510308  1.28359176 -0.1376413 ],[ 0.78985338 -1.33895934  1.11837838],[-0.30025799 -0.16522586  0.41110963],[-0.03709499 -0.10707609  0.23993145],[0.38818864 1.18593437 0.69731124],[ 0.02951173  0.75857987 -0.28039466],[-0.26404721 -0.61327187  0.15281644]
[-1.74785652 -2.41301592 -0.79535365],[ 1.05367969 -0.95939461 -0.95370628],[-1.16694644  0.40674257  1.24487287],[-1.08376428  1.17613971 -0.51888329],[ 0.26632602 -0.10634743 -0.34305785],[1.76435262 0.89431242 2.04747081],[0.65021112 0.41561572 0.60424165],[-0.89431639  0.18075877 -0.39888542],[ 1.14971913  0.38604328 -0.8995035 ]
[-1.16993748 -1.76498605  0.44604079],[ 1.1669879  -0.91304812 -1.33383245],[-0.37808221  1.13083496  0.41197819],[ 0.18184099  0.48541595 -0.120064  ],[ 0.21678814  0.14006682 -0.19570553],[ 0.16243486  0.37882764 -0.03478019],[0.7590816  0.32003888 0.99285898],[-0.60752001  0.74879962 -0.45378576],[-0.2752753  -0.60986508  0.27796962]
[0.81680336 1.00270335 0.43048338],[-1.62600865 -1.63104386  0.39143974],[-0.13800267  0.56278002  0.52889272],[ 0.39590104 -0.65510186  0.38008162],[-0.44045268  0.47284999  0.24632019],[-0.52918964 -1.07017567 -1.04544539],[1.35154579 0.26749963 0.51737989],[-0.44830024  1.07399955 -1.19542389],[ 0.61323587 -0.0468457  -0.297011  ]
[-0.4736679  -1.76143122  2.34660901],[ 0.07698923 -1.08200255  0.65372652],[-0.69053121 -0.03507055  0.5607322 ],[-1.22423472  0.15061091 -2.37361755],[ 0.78140238 -0.25793887  0.31207329],[0.03620242 1.10361671 0.352356  ],[0.87328612 1.09217135 0.35252451],[-0.57350112  0.11967191 -1.59253372],[ 1.24742426  0.6996235  -0.59832923]
[-2.43022892  1.05484441  1.73703744],[-1.6350911  -1.16673639 -1.31504882],[-0.77466686 -0.59420682  0.41280565],[ 0.16095829 -0.1097562  -0.43403123],[ 0.81068491 -1.10259648 -1.72456347],[1.20237778 0.41339865 0.84323214],[1.59770191 0.37709004 0.81683294],[-0.10059647  0.48014937  0.0537033 ],[ 1.1855078   0.66973099 -0.38372138]
[-1.70588165 -1.25013031  0.3477008 ],[ 1.64331653 -1.50541719 -1.69765861],[-0.76321681  0.17365772  0.11742087],[-0.27160801  1.27443558 -0.3549274 ],[ 0.25600233 -0.28877808 -0.39604781],[0.78345285 0.21346149 0.85760143],[0.21425181 0.29023166 1.02588295],[-0.89233412  1.25729919  0.07081576],[ 0.76038193 -0.14201533  0.07725611]
[-1.83104657  1.11161637  1.2419113 ],[ 2.26112382 -3.29793187 -0.58917046],[-1.71449463 -0.23979021  1.04455075],[-0.59070579  0.3051546  -0.83840318],[ 2.09412912 -0.57028204 -0.57967541],[ 0.30633975  0.87439204 -0.11298229],[-0.50077647  1.17959313  1.19891417],[-0.54223817 -0.11574739 -0.41973823],[ 0.53511555  0.7427079  -1.00030551]
[-1.288802   -0.48644178 -0.05379449],[ 2.49418776 -2.67978564  0.9455188 ],[-0.49992833 -0.09151638  0.73426804],[-0.29530309  0.36683653 -0.43838582],[ 0.68953386 -0.54907951 -0.19886728],[0.13886389 0.66285    0.43122421],[-0.00663635  1.93119709  0.38630357],[-1.15745344  0.52914407 -0.92451843],[-0.06559959  0.31321258 -0.88579246]
[ 0.88865231 -1.17490963 -0.5568572 ],[ 1.58807032 -0.37534226 -2.15594664],[0.82273924 0.44797524 1.61703654],[-0.08100661 -0.26493607 -0.1417141 ],[-0.404538    0.89795311  1.67605548],[-0.85394065  0.07485883 -0.85601981],[-0.38818718 -0.15827426 -0.63854243],[-0.32167248  0.93638752  0.60902031],[-1.20735402 -0.3372189   0.43583973]
[-1.8452904  -2.24103565 -0.99367699],[ 0.95086016 -0.81014156 -0.73083348],[-1.29260359  0.42092368  1.41280526],[-0.97592562  1.06296648 -0.47741393],[ 0.23034405 -0.14690697 -0.30276982],[1.81587132 0.92766083 2.14688012],[0.47910676 0.24477305 0.25061013],[-0.62104257  0.03819696 -0.35473615],[ 1.2549104   0.46383452 -0.97432823]
[-1.4446389  -0.23397744 -0.07774273],[ 2.07345512 -1.34479738  0.43348266],[-0.77729435  0.67645841  0.08178991],[ 0.05066187  0.2424585  -0.37491647],[ 0.57599709 -0.4436464  -0.31309056],[0.08788575 0.02779511 0.40435625],[0.57037601 0.92695257 0.76392696],[-0.92378289  0.29377159 -1.11575265],[-0.21974441 -0.16083318  0.17978808]
[-0.68284787  1.61038851 -1.78447727],[ 0.28420514 -3.10494083  0.1276731 ],[-0.56235106  0.94711926  0.19565325],[ 0.65596034 -1.01329706  0.92801653],[-0.10424857 -0.31102685  0.21938028],[-0.02801623 -0.08358101  0.22529204],[0.45324763 1.22164027 0.75254785],[-0.10129108  1.03434796 -0.46218914],[ 0.1038433  -0.24391578 -0.20293379]
[-0.19244314 -0.6464931  -0.57069943],[ 0.39905017 -1.83215948  1.48605508],[-1.00141869  0.26259994  0.59635709],[-0.69676575  0.58237472 -0.64035675],[ 0.91309712 -0.56244494 -0.3364114 ],[0.20624968 0.34393172 0.80816864],[0.59408723 1.09511863 0.82634276],[-0.57758323  0.62607638 -1.53205022],[ 0.38115584  0.10568467 -0.64961776]
[-1.48614812 -1.76152339  0.57796672],[ 0.9490705  -0.89252532 -1.16855133],[-0.60016498  1.0510084   0.75959197],[-0.00482825  0.74465633 -0.32995236],[ 0.51681197 -0.25357019 -0.45742826],[0.36134046 0.55008263 0.29260907],[0.78956254 0.32026919 0.93773426],[-0.48925522  0.58593571 -0.43733787],[ 0.01457499 -0.43614868 -0.18935607]
[-0.4774379  -1.58681493  2.1352956 ],[ 0.03331267 -0.8708087   0.7019022 ],[-0.70141939  0.05883259  0.49827687],[-1.15072132  0.15813213 -2.16805635],[ 0.69434849 -0.24654948  0.36103649],[0.04619538 0.94622411 0.27004777],[0.83037653 0.83736794 0.21922986],[-0.48365359  0.10667256 -1.44234912],[ 1.23849371  0.63205569 -0.56849161]
[-2.90873027  1.38046159  2.193577  ],[-1.83945837 -0.98757446 -1.22329204],[-0.86672146 -0.4809678   0.51240339],[ 0.14951496 -0.12906976 -0.46439603],[ 1.14185726 -1.44584888 -2.32810717],[1.37573194 0.50244759 0.99830324],[1.54143283 0.371796   0.69649236],[0.10802603 0.1348494  0.08451343],[ 1.29444684  0.67719522 -0.46578475]
[0.48639331 0.74554486 0.42820448],[-1.593959   -1.80579407  0.42332018],[-0.5083511   0.28325888  0.64501972],[ 0.28549131 -0.49899112  0.24721238],[-0.22664022  0.30965965  0.11828611],[-0.33223249 -0.79642069 -0.75820653],[1.41279405 0.32630737 0.56773694],[-0.49460133  1.15589476 -1.28431379],[ 0.96943469  0.25658721 -0.42631169]
[-2.00094391 -1.31938794  0.67218203],[ 1.66815079 -1.62067089 -1.48629066],[-1.02123862  0.25212182  0.07866293],[-0.44782841  1.54129937 -0.35821776],[ 0.59845478 -0.49895746 -0.87355321],[0.93429193 0.24118906 1.04515327],[0.15153641 0.24082673 0.83170244],[-0.97231178  1.41011725  0.02480536],[ 1.12071595 -0.22028603  0.12175689]
[-2.44123443  1.16901329  1.57905681],[ 1.98922759 -3.42090296 -0.62352194],[-1.79307923 -0.18763214  1.09995204],[-0.73555167  0.38437185 -1.00519308],[ 2.84498857 -0.71864881 -0.81589723],[ 0.31260025  1.0056041  -0.04352486],[-0.43406243  1.10694249  1.16699699],[-0.34581404 -0.13908684 -0.31276492],[ 0.6042874   0.80853782 -1.08789223]
[-1.83397947 -1.89625746 -0.9952986 ],[ 0.8479761  -0.58358588 -0.46980216],[-1.34328649  0.48714041  1.54249882],[-0.78992146  0.86652058 -0.42305402],[ 0.17990241 -0.17834736 -0.23076784],[1.70104222 0.85977592 2.00185364],[ 0.25405255  0.06190315 -0.14227627],[-0.30546485 -0.14797588 -0.29096508],[ 1.28822998  0.47862822 -1.01702931]
[-1.43075083 -0.9338167   0.01991965],[ 2.28082249 -2.70967563  0.99958849],[-0.44840475 -0.16859858  0.93610768],[-0.49113554  0.38655851 -0.60433434],[ 0.89566546 -0.60290019 -0.37101329],[0.23858005 1.18265262 0.68065368],[0.05836776 1.94869051 0.3685839 ],[-1.0529157   0.46866791 -0.84100885],[-0.04781119  0.42134453 -1.1669628 ]
[-1.89419283 -0.18601057  0.16917389],[ 2.01956261 -1.43964401  0.80541509],[-1.03452883  0.47266234  0.36228933],[-0.06685086  0.37246323 -0.61136535],[ 1.03699512 -0.79412691 -0.61091728],[0.18410311 0.26702847 0.62226866],[0.58421357 0.82369128 0.63822404],[-0.99519193  0.36256696 -1.21258499],[ 0.16140446  0.1227375  -0.18644802]
[ 0.64155834 -1.15811016 -0.43652114],[ 1.11290015 -0.40603928 -2.44112461],[1.53440747 0.65691982 1.43775546],[-0.09603822 -0.09946017 -0.18546431],[-0.34109081  0.80364943  1.41734233],[-0.69455862  0.01195029 -0.68938977],[ 0.06921443 -0.28478767 -0.27951411],[-0.35265181  1.08303833  0.63674902],[-1.83235029 -0.5536026   0.52742437]
[-0.73740789  1.37898274 -1.29220991],[ 0.29639529 -3.3910825   0.27760582],[-0.80481455  0.64108669  0.49999622],[ 0.47138988 -0.60991075  0.67394341],[ 0.11080704 -0.45665307  0.01489433],[-0.03071111 -0.07195459  0.1918214 ],[0.50051838 1.22367899 0.76862017],[-0.21079246  1.2423966  -0.6051945 ],[ 0.42939684  0.09001593 -0.53366139]
[-1.79568428 -1.72653736  0.71123727],[ 0.72877045 -0.81397855 -0.99263793],[-0.81009571  0.99701389  1.08885951],[-0.18465686  0.99210037 -0.53633296],[ 0.82516241 -0.63924778 -0.73064493],[0.55225945 0.71623047 0.60308305],[0.7939752  0.3030835  0.84495272],[-0.34841212  0.38318018 -0.39675084],[ 0.2946482  -0.272979   -0.61606452]
[-3.16276447  1.62397711  2.51015406],[-1.99042162 -0.75174579 -1.10865589],[-0.88915663 -0.3153319   0.57604104],[ 0.12950373 -0.13539851 -0.49031481],[ 1.35928451 -1.65892197 -2.70464106],[1.45279299 0.53027832 1.07081855],[1.420341   0.33913316 0.52918218],[ 0.3275423  -0.25580271  0.129936  ],[ 1.31924699  0.63533369 -0.52865544]
[-0.33427614 -0.85733657 -0.10452768],[ 0.53763471 -1.89807727  1.61771527],[-1.19331872  0.15652622  0.90420026],[-0.93214448  0.81317857 -0.96221696],[ 1.1327156  -0.71300068 -0.49030555],[0.28100212 0.46861815 0.86725027],[0.60407545 1.03918204 0.76634622],[-0.63166713  0.68528906 -1.63658589],[ 0.54621958  0.30227938 -0.94769664]
[-0.51892703 -1.36674417  1.73534368],[-0.02226019 -0.57570656  0.70640539],[-0.65316709  0.19676477  0.39703732],[-0.98598954  0.17683445 -1.76069074],[ 0.55350917 -0.2246631   0.41332747],[0.06721238 0.72541661 0.16444497],[0.77310204 0.50438866 0.05656023],[-0.36143021  0.09130034 -1.22092365],[ 1.16436905  0.50403036 -0.49609349]
[0.09865764 0.40920571 0.38918536],[-1.527598   -1.90171763  0.44123872],[-0.79865436  0.05853829  0.72681675],[ 0.15559513 -0.31879607  0.08883021],[ 0.0274605   0.11797617 -0.02935603],[-0.09083129 -0.45565854 -0.39034192],[1.43155457 0.36269391 0.58495344],[-0.51580487  1.19205483 -1.32686498],[ 1.22801194  0.50445929 -0.51100351]
[-2.24956528 -1.30141039  1.02698531],[ 1.67175222 -1.66335958 -1.22087661],[-1.18767464  0.31464053  0.06437177],[-0.55909591  1.70445505 -0.33238439],[ 0.90512225 -0.67298678 -1.31752702],[1.02052331 0.25363642 1.1350424 ],[0.06184605 0.17298026 0.5825386 ],[-1.01443075  1.49907201 -0.01783158],[ 1.38608622 -0.28425249  0.13498268]
[-2.84290136  1.22313985  1.78418547],[ 1.67044964 -3.46875526 -0.65539405],[-1.8197638  -0.08982035  1.0824701 ],[-0.81327917  0.4350233  -1.10259518],[ 3.33154588 -0.8146397  -0.97355304],[0.31604652 1.09990984 0.00529837],[-0.34361145  0.98086984  1.09930989],[-0.1083528  -0.173631   -0.17232265],[ 0.64338095  0.81018404 -1.10278058]
[-1.70607955 -1.40805384 -0.82877866],[ 0.74720117 -0.29124395 -0.17805116],[-1.31661791  0.60398925  1.62795218],[-0.54492369  0.6266092  -0.35218758],[ 0.1089686  -0.19903523 -0.12872048],[1.43860421 0.704662   1.64603973],[-0.01374355 -0.14044646 -0.56391769],[ 0.04266313 -0.34340781 -0.21204771],[ 1.24948114  0.43068981 -1.02568875]
[-2.28615262 -0.14384208  0.3764068 ],[ 1.94645873 -1.46073195  1.15670182],[-1.25328471  0.3120782   0.61184897],[-0.17548997  0.48700015 -0.8163665 ],[ 1.44707189 -1.09558499 -0.86944007],[0.2723252  0.48530606 0.82103145],[0.56794311 0.67697756 0.47018108],[-1.02487115  0.40566798 -1.26249491],[ 0.49729739  0.34732761 -0.50636782]
[-0.42632764 -1.0180815   0.29327799],[ 0.66728674 -1.88321069  1.71211334],[-1.34118519  0.09510977  1.13861015],[-1.11942497  0.99844078 -1.22708134],[ 1.28242801 -0.81538014 -0.59677565],[0.32316491 0.52648577 0.8874496 ],[0.60346669 0.93574082 0.65917043],[-0.66018868  0.71625215 -1.68606603],[ 0.66047422  0.4404196  -1.16280495]
[-1.52481803 -1.33046614  0.05139966],[ 2.00670779 -2.65830382  1.01694954],[-0.39760895 -0.21083187  1.05202917],[-0.65505445  0.39695925 -0.75308697],[ 1.04815739 -0.63548654 -0.50348564],[0.32324896 1.64222018 0.89851505],[0.11205749 1.91029912 0.33495005],[-0.88637671  0.40636626 -0.7221773 ],[-0.02431064  0.48923813 -1.3541265 ]
[-3.13204102  1.74322416  2.6099592 ],[-2.0697613  -0.47832982 -0.96381262],[-0.82614489 -0.10969614  0.60712125],[ 0.09875483 -0.13060415 -0.51710552],[ 1.41006932 -1.6947143  -2.7781875 ],[1.42714739 0.4931332  1.04462006],[1.22691268 0.2940931  0.33168694],[ 0.55415804 -0.63729735  0.1855591 ],[ 1.25462525  0.54647146 -0.55188478]
[ 0.32432069 -1.08649105 -0.26731315],[ 0.65346509 -0.40922215 -2.63824462],[2.07394895 0.78414022 1.27803901],[-0.1127123   0.07906376 -0.22099211],[-0.25299508  0.66350014  1.06570119],[-0.48715561 -0.05608152 -0.47691507],[ 0.49112408 -0.39418508  0.02342169],[-0.37095761  1.17627284  0.65005956],[-2.28119635 -0.70891306  0.58395853]
[-0.72815604  1.04114167 -0.71405591],[ 0.30705876 -3.56201715  0.42545315],[-0.99396063  0.382628    0.74862673],[ 0.22855153 -0.10586231  0.36599399],[ 0.31990719 -0.59897411 -0.19102308],[-0.04069704 -0.06870777  0.15212359],[0.52327179 1.19771321 0.74634866],[-0.29270065  1.38805624 -0.70873027],[ 0.69509715  0.37444716 -0.82479161]
[-2.0627298  -1.66417303  0.82338299],[ 0.51385106 -0.68086202 -0.79843213],[-0.98777549  0.98101939  1.36652417],[-0.3381923   1.19340806 -0.70006288],[ 1.10105952 -0.99460719 -0.97286308],[0.70479628 0.85311085 0.86828175],[0.76489191 0.27094635 0.71907492],[-0.19145717  0.15980128 -0.32556845],[ 0.53523169 -0.15209543 -0.98530059]
[-0.57374751 -1.12076934  1.21034244],[-0.09612653 -0.20113583  0.65932557],[-0.54427339  0.37666506  0.25653253],[-0.76216546  0.19763828 -1.21241779],[ 0.36949163 -0.19941834  0.46652264],[0.08898587 0.46800474 0.04776271],[ 0.71578406  0.11137619 -0.11185847],[-0.21879302  0.0759908  -0.91961368],[ 1.027313    0.32090446 -0.37716246]
[-2.93495807  1.26568879  1.80560884],[ 1.3162761  -3.43986808 -0.67256765],[-1.80442299  0.04970878  0.98484536],[-0.82635201  0.45739636 -1.11706656],[ 3.44794132 -0.8372746  -1.00674187],[0.31744917 1.1551386  0.03047265],[-0.25167015  0.81516607  0.99748132],[ 0.1253873  -0.21814659 -0.00234589],[ 0.64843261  0.74696758 -1.04414792]
[-0.33179663 -0.00697295  0.30003233],[-1.4268014  -1.91875227  0.44754206],[-1.00485948 -0.11383136  0.77298743],[-0.00603115 -0.1139843  -0.09583714],[ 0.29511705 -0.08921731 -0.1904514 ],[ 0.19395245 -0.03590838  0.06693431],[1.40572508 0.37349939 0.5675131 ],[-0.51037729  1.19229289 -1.33266814],[ 1.40129225  0.68655943 -0.56104439]
[-2.41598084 -1.18965847  1.35793559],[ 1.6641294  -1.63767122 -0.90899228],[-1.26165304  0.35760486  0.07247735],[-0.60888728  1.73653252 -0.2856574 ],[ 1.13779369 -0.79641135 -1.65927682],[1.03510761 0.25084985 1.1160076 ],[-0.05533309  0.09948308  0.28039554],[-1.02692698  1.53440315 -0.05312533],[ 1.5582502  -0.32541224  0.10927589]
[-2.80914538  1.7261443   2.47073321],[-2.05395689 -0.19601783 -0.77898708],[-0.66944875  0.13136619  0.60983312],[ 0.06156082 -0.11639693 -0.54137954],[ 1.27862236 -1.54764802 -2.52826252],[1.31027634 0.39336944 0.92858762],[0.9626738  0.22332523 0.11935788],[ 0.77654684 -1.01590714  0.23388272],[ 1.10418908  0.42334367 -0.54025297]
[-1.48375143 -0.82659543 -0.55335737],[0.64602361 0.04199857 0.12612491],[-1.21076793  0.77017497  1.6645044 ],[-0.26556026  0.36249361 -0.27482477],[ 0.03086717 -0.23336544 -0.01531736],[1.08177239 0.49444932 1.15796451],[-0.30883541 -0.37059984 -1.01605282],[ 0.40484713 -0.57009268 -0.12847179],[ 1.1376402   0.31893962 -0.99933215]
