C1,C2,O,H1,H2,H3,H4,H5,H6
[-2.55688578 -0.11888388  0.51110639],[ 1.85661717 -1.42322021  1.49668385],[-1.41436123  0.20140304  0.81452463],[-0.25983972  0.57651507 -0.98543804],[ 1.74137592 -1.3125909  -1.05325859],[0.33420716 0.66434256 0.97381615],[0.51390266 0.50782123 0.27152493],[-1.01861297  0.42650817 -1.26664089],[ 0.78571778  0.51071272 -0.77187659]
[-0.06637599 -0.93945393 -0.03802324],[ 0.22943829 -0.39298019 -2.74332412],[2.3279887  0.8090675  1.15432196],[-0.1279015   0.24460442 -0.24858544],[-0.13231159  0.46965722  0.61031736],[-0.2267585  -0.13624592 -0.22128023],[ 0.84817623 -0.47715737  0.26932633],[-0.37279004  1.2246162   0.65471651],[-2.43973319 -0.76598574  0.5835776 ]
[-0.47388976 -1.11639966  0.57084376],[ 0.79125693 -1.788191    1.7740616 ],[-1.4435001   0.07663017  1.29570599],[-1.2211977   1.10946014 -1.37436524],[ 1.34228462 -0.85293798 -0.63844592],[0.3295903  0.52750875 0.84725744],[0.57576178 0.79606875 0.51541404],[-0.65948938  0.71525554 -1.68001682],[ 0.72895599  0.52605397 -1.29742834]
[-1.56092593 -1.61915507  0.04843334],[ 1.67451767 -2.519112    0.99212146],[-0.34504454 -0.21550628  1.0771707 ],[-0.76823231  0.39612949 -0.86910451],[ 1.12100968 -0.64480811 -0.57415269],[0.38716501 1.97954051 1.06038545],[0.15773466 1.81137507 0.27856482],[-0.65385203  0.31470022 -0.55287068],[ 0.00637139  0.5051442  -1.45356989]
[-2.24446909 -1.57790544  0.8840126 ],[ 0.31701448 -0.49997003 -0.59553679],[-1.13116124  0.99743267  1.57150846],[-0.44331785  1.3228705  -0.80111321],[ 1.29842855 -1.24980778 -1.15751776],[0.80741583 0.94201016 1.05685144],[0.70914944 0.21942213 0.5577842 ],[-0.00636573 -0.08953406 -0.21937253],[ 0.73914348 -0.08553145 -1.28217072]
[-0.63852399  0.58765989 -0.07356463],[ 0.3222456  -3.62057959  0.57405598],[-1.12176814  0.17994606  0.93061509],[-0.0813916   0.49150564 -0.01007773],[ 0.51931936 -0.73588313 -0.39192376],[-0.04872877 -0.06654994  0.10525073],[0.52718622 1.13488578 0.68243429],[-0.35341664  1.48004008 -0.78049651],[ 0.88791454  0.59120109 -1.03571367]
[-0.62142184 -0.8654712   0.63912963],[-0.19561003  0.23920004  0.55089672],[-0.3756917   0.59576617  0.07783156],[-0.5154823   0.22550754 -0.61462657],[ 0.16491489 -0.1694019   0.52026536],[ 0.11848653  0.18436544 -0.06864971],[ 0.64272014 -0.32520993 -0.30463936],[-0.04964861  0.06061728 -0.53118061],[ 0.82866629  0.08386477 -0.21036639]
[-2.46759124 -0.98971094  1.60050481],[ 1.64909076 -1.54940216 -0.5639226 ],[-1.24206063  0.37920323  0.10347281],[-0.58128098  1.62885129 -0.21584772],[ 1.25068366 -0.85830351 -1.83687337],[0.97893313 0.23164059 0.99251021],[-0.20302511  0.02506845 -0.05100466],[-1.00980891  1.51739683 -0.07765792],[ 1.63050272 -0.34790071  0.05212874]
[-0.78236573 -0.49258467  0.15294315],[-1.29602266 -1.8545304   0.44486755],[-1.1284439  -0.23539477  0.78340332],[-0.17011576  0.09631747 -0.28991489],[ 0.55647801 -0.29120149 -0.34376511],[0.49766365 0.4280975  0.58724501],[1.33605886 0.35890753 0.5140499 ],[-0.4808088   1.15432516 -1.29879541],[ 1.48619571  0.80333048 -0.57910136]
[-2.68962547  1.29304941  1.62925351],[ 0.93734214 -3.32482581 -0.65017013],[-1.74777155  0.23696665  0.81712537],[-0.76770873  0.44798629 -1.04881428],[ 3.16527981 -0.78412114 -0.90404288],[0.31691101 1.16691599 0.028294  ],[-0.17186422  0.60081813  0.85232321],[ 0.37869151 -0.26548776  0.18325862],[ 0.61960011  0.61584744 -0.9151328 ]
[-0.51716661 -0.71416275  0.25394785],[-0.14958175 -0.35779614 -2.76248498],[2.24677512 0.74058897 1.08667426],[-0.13818485  0.38592774 -0.27262352],[0.00855999 0.22958419 0.05652352],[ 0.06647445 -0.22046205  0.05713397],[ 1.15120312 -0.5339815   0.45725485],[-0.36828546  1.22539965  0.64248357],[-2.26469652 -0.72197389  0.50143973]
[-1.5374192  -1.74440092  0.02372465],[ 1.28286582 -2.280713    0.92151893],[-0.29421706 -0.18282868  1.01178196],[-0.81745572  0.38710256 -0.92781358],[ 1.10425627 -0.62568351 -0.57461414],[0.41755614 2.12228505 1.13025063],[0.19050976 1.65165863 0.20847477],[-0.35660155  0.20018775 -0.34030027],[ 0.04173502  0.48318802 -1.45802878]
[-1.21048601 -0.2123682  -0.23372141],[0.53945658 0.37708253 0.41637177],[-1.02631491  0.98458425  1.64935981],[ 0.00914503  0.09014585 -0.18916298],[-0.05642999 -0.26291896  0.10724761],[0.67080585 0.24757142 0.6129113 ],[-0.60853498 -0.57812048 -1.42291759],[ 0.75191494 -0.80543619 -0.04155782],[ 0.95036016  0.1402134  -0.93731387]
[-2.24437011  1.59889777  2.13355463],[-1.91740268  0.05742902 -0.53934161],[-0.41763111  0.39956993  0.5814813 ],[ 0.0188997  -0.09048467 -0.5637634 ],[ 0.98815884 -1.2600973  -2.01238055],[1.1182991 0.2409013 0.7389487],[ 0.62085511  0.1235856  -0.15323351],[ 0.94988299 -1.32434426  0.27759811],[ 0.86978988  0.26078935 -0.48529242]
[-2.65085402 -0.11673711  0.54883092],[ 1.75231505 -1.32837674  1.81760398],[-1.5106499   0.14088017  0.96057083],[-0.30220674  0.63419577 -1.09723312],[ 1.87112757 -1.41152464 -1.13949527],[0.36379521 0.77666893 1.07330922],[0.42624047 0.3013392  0.0279826 ],[-0.98010093  0.42267901 -1.22650666],[ 1.01104125  0.60619743 -0.98072122]
[-0.48951798 -1.14256264  0.69495835],[ 0.90940596 -1.61125314  1.80534456],[-1.49980152  0.09866311  1.37334278],[-1.20980158  1.13980497 -1.38141365],[ 1.30339378 -0.81770566 -0.60968511],[0.30542383 0.46725501 0.75635832],[0.52495258 0.61435409 0.34414535],[-0.63023646  0.6839048  -1.61931457],[ 0.7545348   0.56000624 -1.34730533]
[-2.30062399 -1.47217348  0.86545235],[ 0.1465349  -0.28104719 -0.38377134],[-1.2350205   1.03859763  1.69282048],[-0.48621929  1.36664833 -0.82278433],[ 1.39113419 -1.36819317 -1.23659968],[0.84168578 0.97139771 1.14367682],[0.61751484 0.15325932 0.36927654],[ 0.17841092 -0.36823371 -0.10146851],[ 0.89975485 -0.05829722 -1.49230293]
[-0.45848752  0.02801607  0.59023654],[ 0.34778313 -3.56841247  0.72612833],[-1.1844978   0.03097707  1.04234542],[-0.45239386  1.17256503 -0.44214255],[ 0.68123424 -0.83683985 -0.55688638],[-0.05836919 -0.05885377  0.05202027],[0.50536896 1.0353247  0.5802848 ],[-0.39510475  1.51426357 -0.82007302],[ 1.01798289  0.72587668 -1.18832485]
[-0.63491277 -0.59762918  0.06687091],[-0.3255444   0.71663007  0.37199169],[-0.15078097  0.84995173 -0.13545145],[-0.282121    0.25152484 -0.03424912],[-0.05106036 -0.14245212  0.57099531],[ 0.15440287 -0.09648595 -0.17972266],[ 0.56231508 -0.7897593  -0.5120753 ],[ 0.15755425  0.04035343 -0.07918133],[ 0.57144032 -0.19794833 -0.00917656]
[-2.17177803  1.31059526  1.2870465 ],[ 0.55698307 -3.11683737 -0.5720122 ],[-1.65105408  0.48563898  0.5789524 ],[-0.64636437  0.40482683 -0.903338  ],[ 2.55607686 -0.67088071 -0.69655668],[ 3.16803175e-01  1.13170631e+00 -4.94863424e-04],[-0.09141209  0.31666703  0.64944239],[ 0.61894904 -0.30873707  0.36333521],[ 0.55807532  0.41669115 -0.70961613]
[-2.38537722 -0.71679508  1.70271779],[ 1.61613923 -1.40575973 -0.20508901],[-1.12618067  0.37865795  0.15852683],[-0.48639422  1.40046273 -0.12750305],[ 1.22998917 -0.8696663  -1.81086698],[0.85961821 0.20072508 0.77687869],[-0.36439682 -0.04425006 -0.39059609],[-0.96457047  1.44660723 -0.09471747],[ 1.6034409  -0.35430448 -0.0275558 ]
[-1.22186425 -1.01653913 -0.048532  ],[-1.14028214 -1.70688417  0.43252668],[-1.17264828 -0.30635767  0.75984489],[-0.33856188  0.30959159 -0.4776851 ],[ 0.78676414 -0.46609791 -0.48832157],[0.81033042 0.92631485 1.14642549],[1.22036842 0.3135057  0.42491924],[-0.42532228  1.07433816 -1.2217269 ],[ 1.48366478  0.85803743 -0.56299805]
[-1.00565859 -0.41667655  0.59930469],[-0.48099426 -0.30023884 -2.70507518],[1.87478139 0.60041418 1.07497084],[-0.15158108  0.50348838 -0.29766109],[ 0.17104238 -0.05396372 -0.58696797],[ 0.37578044 -0.30154651  0.36028926],[ 1.3866674  -0.56895317  0.590114  ],[-0.35624614  1.17829899  0.61739997],[-1.80000549 -0.61061912  0.35146759]
[-1.52786509  1.40786776  1.68275075],[-1.64296123  0.24635408 -0.23115414],[-0.08429393  0.69712626  0.50835093],[-0.02359375 -0.05289512 -0.57996002],[ 0.59732057 -0.8760956  -1.33367801],[0.87513589 0.06645541 0.49748083],[ 0.19383511  0.00138517 -0.444311  ],[ 1.06608493 -1.52383071  0.29720999],[ 0.5519646   0.05041782 -0.39531704]
[-2.53957018 -0.13167941  0.48235578],[ 1.63240167 -1.17329009  2.10346831],[-1.54048645  0.12830801  1.04610341],[-0.30202613  0.6545959  -1.14260417],[ 1.80354781 -1.3730185  -1.11576648],[0.35842497 0.81078381 1.10847906],[ 0.32333739  0.05127599 -0.22349159],[-0.90557976  0.3903941  -1.13862792],[ 1.16126803  0.63682828 -1.12554939]
[-1.46212461 -1.67835786 -0.01013668],[ 0.83143664 -1.94163927  0.80596766],[-0.2471138  -0.11644898  0.85904401],[-0.79411531  0.36903624 -0.93164064],[ 0.99880863 -0.57601251 -0.50679935],[0.41641685 2.04727866 1.08912982],[0.2049483  1.41942348 0.11995761],[ 0.00616546  0.0740208  -0.0749532 ],[ 0.07903534  0.4173543  -1.3703545 ]
[-2.20655205 -1.35108034  0.75318473],[ 0.01273831 -0.04051864 -0.15772435],[-1.2890609   1.09762417  1.727069  ],[-0.46738263  1.32385615 -0.76581897],[ 1.35228309 -1.34494454 -1.20506403],[0.80016946 0.93616241 1.11705988],[0.48968376 0.07016409 0.15245154],[ 0.35011352 -0.63585624  0.02696612],[ 1.00401804 -0.07055005 -1.61846183]
[-0.90597468  0.399364    0.06534976],[0.42031944 0.66066768 0.661926  ],[-0.76928329  1.243703    1.58410758],[ 0.25956612 -0.16574756 -0.10942845],[-0.13618494 -0.30111396  0.23091224],[0.25524995 0.00068527 0.08176926],[-0.8611256  -0.73443237 -1.74696074],[ 1.0660281  -1.01425251  0.0435243 ],[ 0.69252866 -0.10013578 -0.83697608]
[-0.48816556 -1.09916018  0.66500804],[ 1.01777285 -1.35011952  1.80441998],[-1.50978346  0.1594161   1.37063252],[-1.08317818  1.080222   -1.25269772],[ 1.17501764 -0.71433131 -0.51714636],[0.24118241 0.35969964 0.626269  ],[0.45013436 0.38568232 0.14069051],[-0.57832408  0.62489478 -1.50424062],[ 0.73539184  0.54065029 -1.31013884]
[-0.20563769 -0.59755357  1.21952752],[ 0.38680992 -3.40712432  0.88247124],[-1.18059692 -0.06716826  1.08360284],[-0.84219289  1.88189085 -0.86827626],[ 0.79086416 -0.90107168 -0.67164715],[-0.07176305 -0.05724967 -0.00816497],[0.45409738 0.90425601 0.43993034],[-0.41669116  1.49584257 -0.82789394],[ 1.07963689  0.79767388 -1.28357593]
[-0.61203002 -0.31710079 -0.46865542],[-0.48623006  1.18281238  0.1206451 ],[ 0.11695221  1.12490715 -0.37363462],[-0.06118052  0.27160686  0.4921881 ],[-0.25590136 -0.11768629  0.61476341],[ 0.18445349 -0.35490381 -0.27877251],[ 0.48596962 -1.23695539 -0.70283292],[0.37727064 0.01072498 0.43290507],[ 0.26931145 -0.51694284  0.22236686]
[-1.49766849 -0.0593049   0.98066223],[-0.76506514 -0.21537649 -2.58276646],[1.31603872 0.42679091 1.10192095],[-0.15562424  0.57878652 -0.31270003],[ 0.35118558 -0.36665781 -1.27146899],[ 0.68320753 -0.37946404  0.67052672],[ 1.55215247 -0.58133007  0.67792515],[-0.334749    1.07958609  0.58181133],[-1.15443154 -0.45454916  0.15460238]
[-1.50430771  1.32967156  0.84050903],[ 0.19870943 -2.81764265 -0.42308313],[-1.52339252  0.7945096   0.28087484],[-0.47200132  0.35067165 -0.69289398],[ 1.753702   -0.51928406 -0.4239793 ],[ 0.3144048   1.05479978 -0.05519493],[-0.0078153  -0.01810139  0.39952335],[ 0.81536794 -0.3485109   0.5201733 ],[ 0.47060235  0.15459164 -0.43417223]
[-2.17309118 -0.39043511  1.64604032],[ 1.54601615 -1.21027807  0.14079939],[-0.91411677  0.35403152  0.23762202],[-0.34291588  1.08381792 -0.02850651],[ 1.09764422 -0.82011844 -1.57707907],[0.68596018 0.16275518 0.4984461 ],[-0.51608276 -0.11186853 -0.70995167],[-0.8791253   1.31106737 -0.10046755],[ 1.47212562 -0.34449821 -0.12920346]
[-1.95954268 -1.20939975  0.54842874],[-0.07512867  0.2031142   0.08556115],[-1.28520085  1.17355848  1.67621644],[-0.39322419  1.19666507 -0.63661388],[ 1.18360554 -1.19873841 -1.04944572],[0.68672221 0.83679534 0.98301329],[ 0.32706634 -0.03024234 -0.08921448],[ 0.50703427 -0.8743049   0.15274114],[ 1.04711776 -0.12253199 -1.65973048]
[-1.60468348 -1.52263219 -0.27353203],[-0.9628965  -1.47249708  0.41132296],[-1.14035343 -0.32615383  0.7030197 ],[-0.49112357  0.5072638  -0.6436278 ],[ 0.96832362 -0.61338075 -0.6017574 ],[1.10892267 1.39394169 1.67778406],[1.06373021 0.23778239 0.29665665],[-0.34536759  0.95081036 -1.09649019],[ 1.3877977   0.85039322 -0.50975314]
[-0.75789741  1.20175304  1.20597403],[-1.23599077  0.34399243  0.14735379],[0.3115145  1.01658496 0.3926634 ],[-0.06370508 -0.01238236 -0.59187416],[ 0.18606371 -0.4763147  -0.63336393],[ 0.60796556 -0.11734884  0.22996277],[-0.28864251 -0.14679141 -0.75479701],[ 1.12069182 -1.59470498  0.27755747],[ 0.15769202 -0.19766941 -0.27008325]
[-2.23378516 -0.14510043  0.32492986],[ 1.49309366 -0.96041584  2.33787461],[-1.50130366  0.15745975  1.06985465],[-0.25447253  0.63203346 -1.12355899],[ 1.53409627 -1.20913834 -0.98829288],[0.31765418 0.76000366 1.0711381 ],[ 0.19522365 -0.20460485 -0.47873333],[-0.79627593  0.32252356 -1.00255768],[ 1.24563009  0.6192108  -1.20520841]
[-1.35074174 -1.43451599 -0.04234539],[ 0.32673443 -1.50709815  0.65839294],[-0.20413747 -0.01325283  0.62760264],[-0.70014659  0.34416622 -0.8842367 ],[ 0.81768134 -0.50071465 -0.38203905],[0.39415565 1.76952364 0.94816002],[0.19020266 1.1049021  0.00151168],[ 0.42108188 -0.06641093  0.2309649 ],[ 0.12260879  0.3046105  -1.18638098]
[-0.59453578  0.97224964  0.31713783],[0.28272143 0.83761744 0.83186194],[-0.45350644  1.53844392  1.47654296],[ 0.48852793 -0.3826832  -0.03674529],[-0.21587848 -0.34471858  0.34678086],[-0.1147033  -0.23025401 -0.39279227],[-1.03551563 -0.83022853 -1.96201534],[ 1.29798076 -1.16412649  0.09692988],[ 0.38146695 -0.39421286 -0.71485656]
[-0.47786231 -0.99831553  0.50638628],[ 1.10872014 -1.00591808  1.76429178],[-1.47185054  0.25839182  1.28687052],[-0.87356595  0.94326799 -1.01080948],[ 0.97192503 -0.56066242 -0.37425235],[0.16446339 0.21622469 0.45342775],[ 0.35202516  0.10876646 -0.10347072],[-0.48364532  0.53083798 -1.31843374],[ 0.67341926  0.46909022 -1.18679697]
[ 0.07705855 -1.20608028  1.73192587],[ 0.43859169 -3.1373482   1.04303045],[-1.11226864 -0.11526067  1.05968919],[-1.19096808  2.50032497 -1.25873401],[ 0.83308316 -0.91823699 -0.71834172],[-0.08514477 -0.0514533  -0.066357  ],[0.3729071  0.75413294 0.25859383],[-0.41497039  1.42644693 -0.80494725],[ 1.07906414  0.80234956 -1.29353766]
[-0.81083569  1.36001138  0.35920897],[-0.11311752 -2.43540148 -0.19375032],[-1.3762336   1.14295863 -0.058921  ],[-0.26426604  0.28051806 -0.44943643],[ 0.88353682 -0.35227033 -0.13415751],[ 0.30410135  0.93599632 -0.13891064],[ 0.06390484 -0.42164194  0.09902788],[ 0.98287065 -0.37784309  0.63817815],[ 0.35698276 -0.15843785 -0.10901002]
[-0.5819326  -0.05214192 -0.92851844],[-0.66905147  1.57833133 -0.19335945],[ 0.39791813  1.39181312 -0.61726993],[0.12286355 0.28436002 0.93078159],[-0.43843678 -0.10002858  0.64991272],[ 0.21249794 -0.57999738 -0.36045748],[ 0.41925934 -1.61331018 -0.86602069],[ 0.59408906 -0.00370136  0.97885213],[-0.04270475 -0.8423862   0.46045095]
[-1.87664817 -1.93552177 -0.46446638],[-0.7667379  -1.14575316  0.38147725],[-1.03056439 -0.29464821  0.61402486],[-0.61102297  0.66848075 -0.76778574],[ 1.08450817 -0.7139353  -0.66824024],[1.32984774 1.73666742 2.08402746],[0.87115241 0.1380872  0.12669488],[-0.22997856  0.78073485 -0.91462079],[ 1.20837492  0.77749785 -0.42611615]
[-1.58164162 -1.03676949  0.27055747],[-0.11779889  0.43012185  0.35801677],[-1.22427128  1.26247951  1.53743353],[-0.27534118  0.99649934 -0.44962439],[ 0.90356356 -0.95845577 -0.79543199],[0.51481268 0.68302076 0.76597235],[ 0.14746384 -0.13229644 -0.34810972],[ 0.64006737 -1.06798391  0.25845796],[ 1.02907638 -0.2127998  -1.60519536]
[-1.94326565  0.31890576  1.36454185],[-1.00185453 -0.10232314 -2.40420391],[0.69083331 0.25178396 1.16183154],[-0.15235415  0.61310518 -0.32429104],[ 0.52124571 -0.66494791 -1.94914335],[ 0.95120914 -0.44718396  0.93228847],[ 1.66613839 -0.575165    0.72357262],[-0.29911143  0.91870915  0.52541431],[-0.44603131 -0.28893322 -0.06188996]
[-1.21655972 -1.05928211 -0.06979689],[-0.20088105 -0.98516121  0.502175  ],[-0.1711176   0.12901901  0.32402446],[-0.5464277   0.31172251 -0.79302856],[ 0.58581726 -0.40929157 -0.2198961 ],[0.36416344 1.35001032 0.73290939],[ 0.15410038  0.71839727 -0.14437817],[ 0.8770236  -0.20911135  0.55086483],[ 0.171128    0.16117791 -0.90841686]
[-1.85642298 -0.03190383  1.44750203],[ 1.4179242  -0.95633498  0.44052921],[-0.60480596  0.30370576  0.34135045],[-0.17203662  0.70756335  0.07037534],[ 0.86941473 -0.74208485 -1.18384265],[0.47905612 0.12082183 0.19224051],[-0.64796286 -0.173152   -0.98951838],[-0.75957429  1.11167077 -0.09468708],[ 1.23765653 -0.31492042 -0.25350772]
[-0.2955896   1.46983186  0.5084302 ],[0.12118248 0.86239566 0.90065862],[-0.10262425  1.85080417  1.34017392],[ 0.66437914 -0.56518957  0.03003564],[-0.29178116 -0.38719106  0.44930827],[-0.43694363 -0.42517047 -0.7806587 ],[-1.0947892  -0.83818046 -2.02438864],[ 1.42442412 -1.22924409  0.11071452],[ 0.02837049 -0.72275249 -0.57265452]
[-0.01298701  1.01516332  0.76625941],[-0.72540364  0.33715302  0.58316484],[0.73969145 1.34049516 0.23861917],[-0.09576943  0.02562044 -0.59962018],[-0.19784816 -0.10445463  0.02240651],[ 0.33298423 -0.29549548 -0.04251295],[-0.80770213 -0.30597341 -1.060686  ],[ 1.10631146 -1.52778038  0.21219816],[-0.29642682 -0.45570394 -0.11627294]
[-1.78194768 -0.13274712  0.10535002],[ 1.32247743 -0.70271896  2.50080459],[-1.39670886  0.23497715  1.03223584],[-0.16028563  0.56899749 -1.04290323],[ 1.12633291 -0.95462922 -0.79014401],[0.24867546 0.63228585 0.9655083 ],[ 0.05832648 -0.4569672  -0.73441243],[-0.6549936   0.22771861 -0.83159746],[ 1.2664374   0.5467203  -1.21517425]
[ 0.32900503 -1.68578664  2.04537731],[ 0.49914567 -2.76065901  1.20313666],[-0.98460658 -0.11175941  0.97678844],[-1.4360839   2.93418707 -1.51307609],[ 0.80261175 -0.88374923 -0.69060202],[-0.09435724 -0.04634816 -0.11985457],[0.26187026 0.55883448 0.02889993],[-0.39297098  1.29649818 -0.74270167],[ 1.01484444  0.73958734 -1.23380425]
[-0.46558294 -0.85997345  0.26240858],[ 1.1699605  -0.58556592  1.67263983],[-1.38133264  0.39729138  1.12083117],[-0.59399472  0.75193693 -0.69558253],[ 0.70712179 -0.36586845 -0.1937318 ],[0.0739398  0.05371878 0.24258567],[ 0.23456527 -0.18506683 -0.38024108],[-0.35939673  0.39998491 -1.06872964],[ 0.56792355  0.34572758 -0.97857017]
[-0.54380402  0.17313367 -1.30973819],[-0.85454758  1.8414664  -0.53932685],[ 0.65305745  1.61403273 -0.83842582],[0.27228399 0.29327838 1.28526081],[-0.59471704 -0.09211326  0.67179268],[ 0.22698053 -0.75775641 -0.41477355],[ 0.36999129 -1.85678049 -0.97467617],[ 0.80143307 -0.01827731  1.49494402],[-0.32795278 -1.12764169  0.67799492]
[-1.99396069 -2.18229348 -0.56441855],[-0.55470124 -0.72432275  0.33805206],[-0.84314328 -0.20720563  0.49414538],[-0.68386867  0.77067748 -0.84062932],[ 1.11955113 -0.75505677 -0.67563148],[1.43268684 1.90834301 2.28221572],[ 0.64223645  0.00772043 -0.07634374],[-0.08332918  0.5619944  -0.68147664],[ 0.94120827  0.64018241 -0.32029468]
[-0.18038025  1.40311149 -0.10015892],[-0.35882081 -1.99156044  0.11903764],[-1.20517486  1.51813476 -0.42685413],[-0.04445918  0.20910862 -0.18701102],[ 0.06277442 -0.18739902  0.13233032],[ 0.30226497  0.79765604 -0.24089383],[ 0.11126171 -0.84743657 -0.24391751],[ 1.08145939 -0.38911293  0.70553423],[ 0.23021255 -0.49859737  0.24128832]
[-1.07971365 -0.60660393 -0.09855242],[-0.6984023  -0.38781541  0.37104799],[-0.14763098  0.30542826 -0.04945219],[-0.35149781  0.27097252 -0.67218588],[ 0.3322383  -0.30939471 -0.04235376],[0.31998271 0.85361329 0.47260093],[ 0.08525071  0.25659716 -0.30881669],[ 1.3261806  -0.35174039  0.8648633 ],[ 0.22211805 -0.03332926 -0.5461378 ]
[-0.03015428  1.87585222  0.63832714],[-0.0617298   0.70997746  0.8636525 ],[0.24587995 2.14847866 1.19396948],[ 0.79344887 -0.70861781  0.09071051],[-0.3438923  -0.43032759  0.52423073],[-0.69788701 -0.57216623 -1.07214086],[-1.02368568 -0.76311449 -1.93461592],[ 1.44813707 -1.20004128  0.10889432],[-0.31889298 -1.05959216 -0.43113138]
[-1.11277209 -0.82236735 -0.05301122],[-0.12007767  0.61651912  0.67310685],[-1.10424468  1.36304798  1.30920376],[-0.13200581  0.74360991 -0.2256254 ],[ 0.57075822 -0.67599832 -0.47042462],[0.30552593 0.489056   0.49560763],[-0.04880791 -0.24101559 -0.60206054],[ 0.73715884 -1.20310173  0.33000517],[ 0.94815286 -0.33557874 -1.46215543]
[0.64966097 0.86761441 0.39498602],[-0.16933947  0.22418995  1.04541343],[1.1619005  1.64350252 0.06403234],[-0.1200585   0.05699248 -0.60029331],[-0.52922837  0.19812031  0.59297711],[ 0.07069547 -0.45706044 -0.28648059],[-1.30902386 -0.46777508 -1.3459901 ],[ 1.02482164 -1.33887312  0.0943946 ],[-0.74886282 -0.69869048  0.04551721]
[-2.28282505  0.66430401  1.68907999],[-1.19268203  0.04194864 -2.17065539],[0.09500992 0.10831636 1.22772672],[-0.1434892   0.60512402 -0.32979018],[ 0.65671622 -0.9099528  -2.49384032],[ 1.15131559 -0.49634633  1.13268193],[ 1.72677006 -0.5512922   0.73246106],[-0.24297622  0.7035502   0.46437215],[ 0.24414838 -0.15110138 -0.28777716]
